Record_ID	host_species	host_class	host_superorder	host_order	host_family	host_genus	record_id	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	assigned_name	locus_numeric_id	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	locus_structure	sequence_length
166	Camelus_bactrianus	Mammalia	Laurasiatheria	Unclassified	Camelidae	Camelus	27820	Camelus_bactrianus	low_coverage	MBC_1.0	9837_ref_Ca_bactrianus_MBC_1.0_chrUn.fa	gi|741191286|ref|NW_011513264.1|	-	554173	554699	dependo.23-camelidae-con	23	1	73	303	521	73	150	95.89	1.88	49	0	0	VP[dependo.23-camelidae(-)]	527
39	Camelus_dromedarius	Mammalia	Laurasiatheria	Unclassified	Camelidae	Camelus	27604	Camelus_dromedarius	low_coverage	ncbi_GCF_000767585_2015-05-14	9838_ref_PRJNA234474_Ca_dromedarius_V1.0_chrUn.fa	gi|742338961|ref|NW_011591754.1|	-	31379	31899	dependo.23-camelidae-con	23	1	73	297	515	73	152	97.26	1.9	50	0	0	VP[dependo.23-camelidae(-)]	521
79	Prolemur_simus	Mammalia	Euarchontoglires	Primates	Lemuridae	Prolemur	27304	Prolemur_simus	low_coverage	Prosim_1.0	GCA_003258685.1_Prosim_1.0_genomic.fna	MPIZ01000190.1	+	715416	716234	dependo.26-lemuridae-con	26	1	266	22	819	266	536	98.12	0	1	0	0	VP[dependo.26-lemuridae(+)]	819
128	Eulemur_flavifrons	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	27786	Eulemur_flavifrons	low_coverage	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	LGHW01006933.1	+	8477	9292	dependo.26-lemuridae-con	26	1	266	22	816	266	518	95.865	0	1	1	0	VP[dependo.26-lemuridae(+)]	816
135	Eulemur_fulvus	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	28016	Eulemur_fulvus	low_coverage	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	PVJU010024054.1	+	12697	13446	dependo.26-lemuridae-con	26	16	266	1	750	251	476	94.422	1.47	174	1	0	VP[dependo.26-lemuridae(+)]	750
68	Eulemur_macaco	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	27432	Eulemur_macaco	low_coverage	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	LGHX01006817.1	+	8279	9028	dependo.26-lemuridae-con	26	16	266	1	750	251	490	96.016	3.94	180	1	0	VP[dependo.26-lemuridae(+)]	750
128	Eulemur_flavifrons	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	27689	Eulemur_flavifrons	low_coverage	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	LGHW01005313.1	-	140526	142454	dependo.27-eulemur-con	27	1	643	1	1929	643	1195	99.222	0	1	0	0	NS[dependo.27-eulemur(-)]	1929
68	Eulemur_macaco	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	27403	Eulemur_macaco	low_coverage	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	LGHX01005234.1	-	139401	141329	dependo.27-eulemur-con	27	1	643	1	1929	643	1210	100	0	1	0	0	NS[dependo.27-eulemur(-)]	1929
135	Eulemur_fulvus	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	27745	Eulemur_fulvus	low_coverage	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	PVJU010013730.1	+	9126	10980	dependo.27-eulemur-con	27	58	524	162	1571	470	807	86.17	0	1	1	0	NS[dependo.27-eulemur(+)]	1855
50	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	27495	Daubentonia_madagascariensis	low_coverage	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	PVJZ01000109.1	-	755660	759731	dependo.28-daubentonia	28	762	1351	2300	4072	591	1047	95.431	0	1	1	0	VP[dependo.1-whippomorpha(-)]-NS[dependo.28-daubentonia(-)]	4072
130	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	27705	Hippopotamus_amphibius	low_coverage	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01001970.1	-	58998	62816	dependo.28-daubentonia	28	1039	1201	2918	3406	163	227	66.871	0	1	0	0	VP[dependo.1-whippomorpha(-)]-VP[dependo.XX-hippopotammus(-)]-NS[dependo.1-whippomorpha(-)]	3819
50	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	27269	Daubentonia_madagascariensis	low_coverage	broad_1.0_oct_2012	AGTM01.fasta_10.fa	gi|369230428|gb|AGTM011530899.1|	+	3761	6527	dependo.28-daubentonia	28	194	373	586	1125	180	363	99.444	0	1	0	0	NS[dependo.28-daubentonia(+)]-VP[dependo.28-daubentonia(+)]	2767
31	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	27496	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	-	34938448	34942308	dependo.30-chiroptera	30	677	1034	2749	3861	371	531	76.55	0	1	7	0	VP[dependo.1-whippomorpha(-)]-NS[dependo.32-chiroptera(-)]	3861
31	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	27695	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	+	28484884	28486454	dependo.30-chiroptera	30	173	312	366	803	146	210	71.918	6.08	107	1	0	NS[dependo.40-phyllostomidae(+)]-NS[dependo.30-chiroptera(+)]	1571
113	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	27528	Rhinolophus_sinicus	low_coverage	ASM188883v1	GCF_001888835.1_ASM188883v1_genomic.fna	NW_017739794.1	-	114865	118706	dependo.37-rhinolophus	37	720	1060	2546	3574	343	716	98.834	0	1	1	0	VP[dependo.35-vespertilionidae(-)]-NS[dependo.35-vespertilionidae(-)]	3842
49	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	27780	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01055978.1	+	3313	3956	dependo.37-rhinolophus	37	1065	1144	402	641	80	73.6	45	1.67	28	0	0	Rep78[dependo.XX-Muscardinus(+)]	644
20	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	27795	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01001227.1	-	312771	315833	dependo.40-phyllostomidae-con	40	1	321	406	1377	324	495	82.716	1.12	169	1	0	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]	3063
140	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	27677	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01000288.1	+	295878	297671	dependo.40-phyllostomidae-con	40	151	344	1051	1644	198	279	75.758	5.54	91	2	0	NS[dependo.32-chiroptera(+)]-NS[dependo.30-chiroptera(+)]	1794
16	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	27320	Chinchilla_lanigera	low_coverage	broad_v0_2012	C_lanigera_v0.assembly.fasta_15.fa	scaffold00050	-	18094480	18095979	dependo.42-chinchilla	42	1	479	7	1464	486	985	98.56	0	1	1	0	NS[dependo.42-chinchilla(-)]	1500
131	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	27656	Erethizon_dorsatum	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655423.1	-	14232217	14233737	dependo.43-octodon	43	1	492	7	1488	494	841	83.603	0	1	2	0	NS[dependo.43-octodon(-)]	1521
61	Octodon_degus	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octodon	27607	Octodon_degus	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_15.fa	scaffold00064	+	8427673	8429187	dependo.43-octodon	43	1	498	7	1506	500	1010	99.6	0	1	2	0	NS[dependo.43-octodon(+)]	1515
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27295	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010019084.1	+	3790	5159	dependo.43-octodon	43	118	464	318	1361	377	206	41.645	1.15	90	13	0	Rep78[dependo.XXZ-dolichotis_branickii(+)]	1370
9	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	27414	Hydrochoerus_hydrochaeris	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01015047.1	+	16236	17495	dependo.43-octodon	43	1	228	7	702	237	215	54.008	2.28	100	6	0	NS[dependo.43-octodon(+)]-NS[REF_Dependo_MASTER_AAV2(+)]	1260
131	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	28022	Erethizon_dorsatum	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655392.1	+	4058681	4059871	dependo.43-octodon	43	106	419	1	1191	399	135	31.83	5.06	37	13	0	NS[dependo.43-octodon(+)]	1191
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27551	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010041579.1	+	8407	9493	dependo.43-octodon	43	13	169	1	474	160	123	48.125	5.36	57	4	0	VP[dependo.XX-dolichotis(+)]	1087
112	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	27286	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602063	+	15521109	15522061	dependo.43-octodon	43	325	492	258	752	168	222	69.643	1.14	70	2	0	NS[dependo.58-heterocephalus(+)]	953
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27753	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010071470.1	-	3878	4752	dependo.43-octodon	43	295	408	242	562	114	145	64.912	4.63	78	1	0	NS[dependo.43-octodon(-)]	875
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27331	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010073744.1	-	3950	4818	dependo.43-octodon	43	295	408	242	559	114	146	65.789	3.22	77	2	0	NS[dependo.43-octodon(-)]	869
46	Dinomys_branickii	Mammalia	Euarchontoglires	Rodentia	Dinomyidae	Dinomys	27651	Dinomys_branickii	low_coverage	DinBra_v1	GCA_004027595.1_DinBra_v1_BIUU_genomic.fna	PVLD010008594.1	+	71559	72363	dependo.43-octodon	43	3	117	1	345	115	174	73.913	1.57	80	0	0	NS[dependo.43-octodon(+)]	805
27	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	27823	Ctenomys_sociabilis	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01044981.1	-	15209	15907	dependo.43-octodon	43	393	492	358	657	100	159	78	4.78	48	0	0	Rep78[dependo.XX-Ctenomys_sociabilis(-)]	699
17	Petromus_typicus	Mammalia	Euarchontoglires	Rodentia	Petromuridae	Petromus	27583	Petromus_typicus	low_coverage	PetTyp_v1_BIUU	GCA_004026965.1_PetTyp_v1_BIUU_genomic.fna	PVIR01059760.1	-	5218	5814	dependo.43-octodon	43	325	492	37	561	175	260	72.571	1.97	87	1	0	NS[dependo.43-octodon(-)]	597
27	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	27501	Ctenomys_sociabilis	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01046337.1	-	14471	14995	dependo.43-octodon	43	332	492	1	483	161	286	84.472	6.34	98	0	0	Rep78[dependo.XX-Ctenomys_sociabilis(-)]	525
146	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	27716	Fukomys_damarensis	low_coverage	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053839|ref|NW_011044239.1|	-	3549538	3550881	dependo.45-rodent-con	45	1	156	844	1311	174	150	56.897	5.18	45	9	0	NS[dependo.45-heterocephalus(-)]-NS[dependo.45-heterocephalus(-)]	1344
112	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	27835	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_4.fa	JH602103	-	4913652	4914734	dependo.45-rodent-con	45	71	171	760	1071	104	132	66.346	7.21	44	2	0	NS[dependo.45-heterocephalus(-)]	1083
52	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	27640	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010001676.1	+	49624	51706	dependo.46-gliridae-con	46	1	373	184	1293	373	620	83.646	0	1	2	0	NS[dependo.46-glires(+)]	2083
52	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	27578	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010002029.1	-	98795	99433	dependo.46-gliridae-con	46	9	223	22	639	215	272	70.698	7.71	92	1	0	NS[dependo.46-glires(-)]	639
146	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	27898	Fukomys_damarensis	low_coverage	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730052864|ref|NW_011045214.1|	+	231639	232205	dependo.53-cavidae-con	53	1	155	1	465	155	272	83.871	2.15	96	0	0	Rep78[dependo.XXY-Fukomys(+)]	567
117	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27274	Cavia_porcellus	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_28	+	20602822	20603648	dependo.54-cavidae-con	54	1	177	1	534	178	350	97.191	1.03	125	1	0	NS[dependo.54-cavidae(+)]	827
96	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27872	Cavia_tschudii	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010024510.1	-	7876	8702	dependo.54-cavidae-con	54	1	177	1	534	178	350	97.191	1.03	125	1	0	NS[dependo.54-cavidae(-)]	827
11	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27426	Cavia_aperea	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000211.1	+	20591520	20592110	dependo.54-cavidae-con	54	1	196	1	588	197	307	79.188	6.71	110	2	0	NS[dependo.54-cavidae(+)]	591
117	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27594	Cavia_porcellus	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_35	+	10623727	10625171	dependo.56-cavidae-con-Morc1	56	1	138	16	429	138	290	99.275	0	1	0	0	NS[dependo.56-cavid(+)]	1445
11	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27579	Cavia_aperea	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000289.1	+	10616751	10618195	dependo.56-cavidae-con-Morc1	56	1	138	16	429	138	290	99.275	0	1	0	0	NS[dependo.56-cavid(+)]	1445
96	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	27789	Cavia_tschudii	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010015625.1	+	15372	16816	dependo.56-cavidae-con-Morc1	56	1	138	16	429	138	290	99.275	0	1	0	0	NS[dependo.56-cavid(+)]	1445
56	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	27743	Gymnobelideus_leadbeateri	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01008261.1	-	238713	242586	dependo.60-gymnobelideus	60	2	695	13	2103	708	1147	86.723	0	1	4	0	VP[dependo.XX_Gymnobelideus(-)]-NS[REF_Dependo_AAV5(-)]	3874
62	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	27638	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL111622	-	10412	10987	dependo.60-gymnobelideus	60	1058	1230	76	576	173	144	52.023	7.82	42	2	0	VP[dependo.0-macropus(-)]	576
62	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	27361	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL115959	+	10902	11420	dependo.60-gymnobelideus	60	1115	1282	7	510	168	216	64.286	2.03	67	0	0	NK[dependo.XX-Macropus_eugenii(+)]	519
197	Micronycteris_hirsuta	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Micronycteris	27655	Micronycteris_hirsuta	low_coverage	MicHir_v1	GCA_004026765.1_MicHir_v1_BIUU_genomic.fna	PVJI01018904.1	-	13800	17595	dependo.83-phyllostomidae	83	812	1121	2587	3507	317	345	64.353	5.41	125	6	0	VP[dependo.1-whippomorpha(-)]-VP[dependo.28-daubentonia(-)]-NS[dependo.4-rhinocerotidae(-)]	3796
20	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	27530	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01002692.1	-	189590	193100	dependo.83-phyllostomidae	83	1	208	7	636	211	345	81.991	0	1	2	0	NK[dependo.XX-Carollia_perspicillata(-)]-VP[dependo.1-whippomorpha(-)]-NS[dependo.4-rhinocerotidae(-)]	3511
184	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	27475	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01000230.1	-	70846	74183	dependo.83-phyllostomidae	83	753	925	2198	2719	174	319	88.506	0	1	1	0	VP[dependo.1-whippomorpha(-)]-NS[dependo.30-chiroptera(-)]-NS[dependo.4-rhinocerotidae(-)]	3338
163	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	28039	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01000259.1	+	5470	8475	dependo.83-phyllostomidae	83	743	1203	1615	3006	474	511	62.658	0	1	5	0	NS[dependo.30-chiroptera(+)]-VP[dependo.1-whippomorpha(+)]	3006
197	Micronycteris_hirsuta	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Micronycteris	27654	Micronycteris_hirsuta	low_coverage	MicHir_v1	GCA_004026765.1_MicHir_v1_BIUU_genomic.fna	PVJI01007531.1	-	43352	46501	dependo.86-Phyllostomidae	86	277	585	687	1613	309	641	100	0	1	0	0	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]	3150
184	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	27449	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01004114.1	-	121141	124165	dependo.86-Phyllostomidae	86	96	497	22	1215	405	454	63.21	0	1	6	0	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]	3025
91	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	28029	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010047255.1	-	8525	11485	dependo.86-Phyllostomidae	86	640	1057	1648	2937	438	377	53.881	4.73	170	9	0	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]	2961
93	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	27302	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010051664.1	+	3395	6086	dependo.86-Phyllostomidae	86	228	522	37	933	317	313	59.621	0	1	7	0	NS[dependo.40-phyllostomidae(+)]-VP[dependo.XX-desmodus(+)]	2692
31	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	27965	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672450.1	-	13086036	13087249	dependo.86-Phyllostomidae	86	789	1128	192	1211	340	629	89.706	0	1	0	0	VP[dependo.XX-desmodus(-)]	1214
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27908	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010010833.1	+	44120	44933	dependo.100-Cuniculus-paca	100	1	214	1	603	215	160	45.116	1.94	50	4	0	Rep78[dependo.XXY-Cuniculus(+)]	814
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	27850	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010010833.1	+	29207	29985	dependo.100-Cuniculus-paca	100	1	214	7	588	215	209	53.488	6.56	70	5	0	Rep78[dependo.XXY-Cuniculus(+)]	779
25	Thamnophis_elegans	Unclassified	Lepidosauria	Squamata	Colubridae	Thamnophis	27641	Thamnophis_elegans	low_coverage	rThaEle1.pri	GCF_009769535.1_rThaEle1.pri_genomic.fna	NC_045548.1	-	15223162	15227162	dependo.111-thamnophis	111	285	1009	854	3028	725	1482	100	0	1	0	0	NS[dependo.201-thamnophis(-)]	4001
25	Thamnophis_elegans	Unclassified	Lepidosauria	Squamata	Colubridae	Thamnophis	27733	Thamnophis_elegans	low_coverage	rThaEle1.pri	GCF_009769535.1_rThaEle1.pri_genomic.fna	NC_045558.1	+	807788	809518	dependo.111-thamnophis	111	612	1009	538	1731	398	788	94.472	0	1	0	0	NS[dependo.201-thamnophis(+)]	1731
238	Pelusios_castaneus	Unclassified	Unclassified	Testudines	Pelomedusidae	Pelusios	27696	Pelusios_castaneus	low_coverage	1	GCA_007922175.1_Pelusios_castaneus-1.0_genomic.fna	ML686014.1	+	456895	459907	dependo.121-pelusios	121	1	251	756	4	251	523	100	0	1	0	0	VP[dependo.121-pelusios(-)]-VP[dependo.120-pelusios(+)]	3013
189	Mastomys_coucha	Mammalia	Euarchontoglires	Rodentia	Muridae	Mastomys	27383	Mastomys_coucha	low_coverage	UCSF_Mcou_1	GCF_008632895.1_UCSF_Mcou_1_genomic.fna	NW_022196899.1	-	7456561	7461071	dependo.150-Mastomys-coucha	150	129	455	387	1367	327	637	99.694	0	1	0	0	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]-Rep78[dependo.XX-mastomys(-)]	4511
67	Grammomys_surdaster	Mammalia	Euarchontoglires	Rodentia	Muridae	Grammomys	27915	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604565.1	+	2622956	2624139	dependo.150-Mastomys-coucha	150	851	1018	260	721	168	140	51.786	6.61	45	3	0	VP[REF_Dependo_AAV5(+)]-VP[REF_Dependo_AAV5(+)]	1184
52	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	27963	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604565.1	+	2622956	2624139	dependo.150-Mastomys-coucha	150	851	1018	260	721	168	140	51.786	6.61	45	3	0	VP[REF_Dependo_AAV5(+)]-VP[REF_Dependo_AAV5(+)]	1184
101	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27984	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004095.1	-	13383378	13384479	dependo.150-Mastomys-coucha	150	950	1120	375	881	174	198	62.644	7.69	79	3	0	VP[REF_Dependo_AAV5(-)]-VP[REF_Dependo_AAV5(-)]	1102
142	Rattus_norvegicus	Mammalia	Euarchontoglires	Rodentia	Muridae	Rattus	27867	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_3.fa	chr2	+	91676681	91677382	dependo.150-Mastomys-coucha	150	177	260	153	392	84	84	63.095	2.09	42	1	0	Rep78[dependo.XX-mastomys(+)]	702
142	Rattus_norvegicus	Mammalia	Euarchontoglires	Rodentia	Muridae	Rattus	27384	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_3.fa	chr2	+	91608103	91608804	dependo.150-Mastomys-coucha	150	177	260	153	392	84	84	63.095	2.09	42	1	0	Rep78[dependo.XX-mastomys(+)]	702
140	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	27890	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01001646.1	+	228360	236911	dependo.157-moormops	157	372	506	1146	1550	135	246	100	0	1	0	0	NS[dependo.4-rhinocerotidae(+)]-VP[dependo.28-daubentonia(+)]-VP[dependo.4-rhinocerotidae(+)]	8552
49	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	27807	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01005101.1	+	12309	15501	dependo.160-Muscardinus-avellanarius	160	1	1064	1	3192	1064	1814	100	0	1	0	0	NK[dependo.XZX-Muscardinus(+)]-NK[dependo.XZX-Muscardinus(+)]-VP[dependo.XZX-Muscardinus(+)]-VP[dependo.XZX-Muscardinus(+)]	3193
49	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	27741	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01014004.1	+	35027	38959	dependo.161-Muscardinus-avellanarius	161	1	1311	1	3933	1311	2253	100	0	1	0	0	Rep78[dependo.XX-muscardinus(+)]-Rep78[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]	3933
