sequenceID	locus_name	locus_numeric_id	stem	host_species	host_class	host_superorder	host_order	host_family	host_genus	record_id	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
proto.122-Dolichotis_patagonum	proto.122-Cavia	122	proto.122	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31914	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010738526.1	-	45	362	674	778	1	318	106	190	83.962	2.06	59	1	0	318
proto.122-Dolichotis_patagonum	proto.122-Cavia	122	proto.122	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	32016	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010552834.1	-	116	433	674	778	1	318	106	183	82.075	4.97	57	1	0	318
proto.122-Cavia_tschudii	proto.122-Cavia	122	proto.122	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31934	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010020645.1	+	29241	30683	7	263	1	771	257	529	99.611	0	1	0	0	1443
proto.122-Cavia_porcellus	proto.122-Cavia	122	proto.122	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31999	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_27	+	12833391	12834832	7	263	1	771	257	531	100	0	1	0	0	1442
proto.125-Hydrochoerus_hydrochaeris	proto.125-Hydrochoerus	125	proto.125	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31660	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01003077.1	+	123747	127324	480	883	1458	2678	417	702	89.209	0	1	4	0	3578
proto.125-Ctenomys_sociabilis	proto.125-Hydrochoerus	125	proto.125	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	32004	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01054898.1	-	882	1537	134	257	19	393	125	145	59.2	8.07	65	1	0	656
proto.126-Octodon_degus	proto.126-Octodon	126	proto.126	Octodon_degus	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octodon	31472	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_18.fa	scaffold00088	+	365906	368809	143	414	430	1257	278	474	85.971	0	1	4	0	2904
proto.126-Hydrochoerus_hydrochaeris	proto.126-Octodon	126	proto.126	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31995	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01026392.1	+	2390	3123	268	382	393	722	115	170	71.304	1.82	86	1	0	734
proto.126-Octomys_mimax	proto.126-Octodon	126	proto.126	Octomys_mimax	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octomys	31800	low_coverage	Oct_mimax_AO248_v1	GCA_002564305.1_Oct_mimax_AO248_v1_genomic.fna	NDGM010602147.1	-	2831	4824	491	762	908	1741	290	288	59.655	0	1	7	0	1994
proto.127-Capromys_pilorides	proto.127-Myocastor	127	proto.127	Capromys_pilorides	Mammalia	Euarchontoglires	Rodentia	Capromyidae	Capromys	31613	low_coverage	CapPil_v1_BIUU	GCA_004027915.1_CapPil_v1_BIUU_genomic.fna	PVKN010306780.1	-	681	1106	559	699	1	423	141	225	79.433	2.77	71	0	0	426
proto.127-Myocastor_coypus	proto.127-Myocastor	127	proto.127	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31796	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010030310.1	+	250	3999	116	344	351	1037	229	431	98.253	0	1	0	0	3750
proto.127-Capromys_pilorides	proto.127-Myocastor	127	proto.127	Capromys_pilorides	Mammalia	Euarchontoglires	Rodentia	Capromyidae	Capromys	31743	low_coverage	CapPil_v1_BIUU	GCA_004027915.1_CapPil_v1_BIUU_genomic.fna	PVKN010646418.1	-	241	854	164	232	378	584	69	115	84.058	5.56	55	0	0	614
proto.127-Capromys_pilorides	proto.127-Myocastor	127	proto.127	Capromys_pilorides	Mammalia	Euarchontoglires	Rodentia	Capromyidae	Capromys	31956	low_coverage	CapPil_v1_BIUU	GCA_004027915.1_CapPil_v1_BIUU_genomic.fna	PVKN010644866.1	-	238	741	78	235	13	480	164	167	57.927	3.45	50	2	0	504
proto.128-Capromys_pilorides	proto.128-Capromys	128	proto.128	Capromys_pilorides	Mammalia	Euarchontoglires	Rodentia	Capromyidae	Capromys	31780	low_coverage	CapPil_v1_BIUU	GCA_004027915.1_CapPil_v1_BIUU_genomic.fna	PVKN010094820.1	+	1775	4994	230	1056	701	3217	843	1327	83.986	0	1	12	0	3220
proto.129-Hydrochoerus_hydrochaeris	proto.129-Dinomys	129	proto.129	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31319	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01048181.1	-	792	1198	316	407	129	404	92	99.8	51.087	1.73	36	0	0	407
proto.129-Dinomys_branickii	proto.129-Dinomys	129	proto.129	Dinomys_branickii	Mammalia	Euarchontoglires	Rodentia	Dinomyidae	Dinomys	31457	low_coverage	DinBra_v1	GCA_004027595.1_DinBra_v1_BIUU_genomic.fna	PVLD010012564.1	-	30634	33658	1	537	1	1614	544	947	91.912	0	1	5	0	3025
proto.130-Hydrochoerus_hydrochaeris	proto.130-Dinomys	130	proto.130	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31395	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01068325.1	+	40	747	42	266	10	708	237	206	43.882	3.6	63	3	0	708
proto.130-Hydrochoerus_hydrochaeris	proto.130-Dinomys	130	proto.130	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31535	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01006569.1	-	90750	91477	140	278	34	435	139	183	64.029	2.98	82	1	0	728
proto.130-Dinomys_branickii	proto.130-Dinomys	130	proto.130	Dinomys_branickii	Mammalia	Euarchontoglires	Rodentia	Dinomyidae	Dinomys	31294	low_coverage	DinBra_v1	GCA_004027595.1_DinBra_v1_BIUU_genomic.fna	PVLD010008199.1	-	43954	47568	244	544	739	1635	301	590	97.01	0	1	2	0	3615
proto.130-Cuniculus_paca	proto.130-Dinomys	130	proto.130	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31945	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010813448.1	+	2	529	20	194	1	528	176	227	67.045	9.87	72	1	0	528
proto.131-Capromys_pilorides	proto.131-Ctenomys	131	proto.131	Capromys_pilorides	Mammalia	Euarchontoglires	Rodentia	Capromyidae	Capromys	31565	low_coverage	CapPil_v1_BIUU	GCA_004027915.1_CapPil_v1_BIUU_genomic.fna	PVKN010056178.1	+	2057	6179	13	619	785	2611	613	823	70.962	0	1	7	0	4123
proto.131-Ctenomys_sociabilis	proto.131-Ctenomys	131	proto.131	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	32011	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01055882.1	-	6101	9486	1	451	1	1359	453	858	98.896	0	1	2	0	3386
proto.132-Ctenomys_sociabilis	proto.132-Ctenomys	132	proto.132	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	31847	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01004066.1	-	76945	79649	519	803	1836	2702	291	414	84.536	1.27	133	4	0	2705
proto.133-Dolichotis_patagonum	proto.133-Dolichotis	133	proto.133	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31316	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010006219.1	-	33039	36007	643	978	1947	2966	340	645	93.235	0	1	3	0	2969
proto.133-Vombatus_ursinus	proto.133-Dolichotis	133	proto.133	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31726	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01014797.1	-	14000012	14000890	93	330	1	720	251	102	36.653	5.2	26	9	0	879
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31338	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010834060.1	+	1	318	1	102	13	318	102	188	88.235	1.93	59	0	0	318
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31427	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010690090.1	+	64	390	462	570	1	327	109	193	84.404	2.35	61	0	0	327
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31465	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010642595.1	-	19	399	505	636	1	381	132	208	78.788	2.28	66	1	0	381
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31482	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010642607.1	-	20	397	506	636	1	378	131	209	79.389	1.11	66	1	0	378
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31721	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010398214.1	+	3	617	425	636	1	615	212	338	77.83	8.22	115	2	0	615
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31747	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010786721.1	-	78	338	37	123	1	261	87	150	78.161	8.3	46	0	0	261
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31937	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010403681.1	-	279	620	1	110	13	342	110	207	88.182	2.92	66	0	0	342
proto.134-Dolichotis_patagonum	proto.134-Dolichotis	134	proto.134	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	32032	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010000366.1	+	192130	194408	378	744	1170	2276	369	686	99.458	0	1	2	0	2279
proto.135-Octomys_mimax	proto.135-Octomys	135	proto.135	Octomys_mimax	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octomys	31628	low_coverage	Oct_mimax_AO248_v1	GCA_002564305.1_Oct_mimax_AO248_v1_genomic.fna	NDGM011158932.1	+	9501	11865	258	618	796	1959	392	381	63.01	0	1	8	0	2365
proto.135-Octodon_degus	proto.135-Octomys	135	proto.135	Octodon_degus	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octodon	31301	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_21.fa	scaffold00109	-	3857172	3858413	105	201	360	650	97	192	91.753	1.58	176	0	0	1242
proto.136-Octomys_mimax	proto.136-Octomys	136	proto.136	Octomys_mimax	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octomys	31493	low_coverage	Oct_mimax_AO248_v1	GCA_002564305.1_Oct_mimax_AO248_v1_genomic.fna	NDGM011100161.1	+	1718	4373	1	392	1	1182	395	710	92.152	0	1	3	0	2656
proto.136-Ctenomys_sociabilis	proto.136-Octomys	136	proto.136	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	31737	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01027559.1	+	22152	25446	4	567	103	1806	572	705	69.231	0	1	9	0	3295
proto.137-Hydrochoerus_hydrochaeris	proto.137-Hydrochoerus	137	proto.137	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	32009	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01017572.1	-	6756	8934	143	711	443	2176	582	833	77.32	0	1	9	0	2179
proto.138-Dolichotis_patagonum	proto.138-Hydrochoerus	138	proto.138	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31299	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010521999.1	+	3	425	96	236	1	423	141	232	78.723	3.62	75	0	0	423
proto.138-Hydrochoerus_hydrochaeris	proto.138-Hydrochoerus	138	proto.138	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31929	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01001246.1	-	294975	297336	357	767	1076	2320	415	820	95.663	0	1	3	0	2362
proto.138-Dolichotis_patagonum	proto.138-Hydrochoerus	138	proto.138	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31806	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010538548.1	+	2	403	103	236	1	402	134	226	79.104	9.14	73	0	0	402
proto.138-Dolichotis_patagonum	proto.138-Hydrochoerus	138	proto.138	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31855	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010544198.1	+	2	397	105	236	1	396	132	221	79.545	4.42	71	0	0	396
proto.139-Myocastor_coypus	proto.139-Myocastor	139	proto.139	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31572	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010049710.1	+	2600	6329	797	1228	2402	3709	449	702	80.846	0	1	7	0	3730
proto.139-Myocastor_coypus	proto.139-Myocastor	139	proto.139	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31798	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010000900.1	+	58662	62871	2	482	1	1431	482	597	63.278	0	1	2	0	4210
proto.140-Myocastor_coypus	proto.140-Myocastor	140	proto.140	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31846	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010039851.1	-	8416	10495	410	682	1253	2077	275	555	99.273	0	1	2	0	2080
proto.141-Erethizon_dorsatum	proto.141-Erethizon	141	proto.141	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	31542	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	SWEC01044689.1	-	280	2808	1	618	634	2505	624	1116	92.788	0	1	3	0	2529
proto.141-Cuniculus_paca	proto.141-Erethizon	141	proto.141	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31778	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010307047.1	+	4	762	213	465	1	759	253	418	77.075	1.88	146	0	0	759
proto.141-Erethizon_dorsatum	proto.141-Erethizon	141	proto.141	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	31845	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655439.1	-	5637568	5641490	158	589	2607	3923	439	608	68.793	0	1	4	0	3923
proto.142-Cuniculus_paca	proto.142-Cuniculus	142	proto.142	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31270	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010031451.1	+	3	2696	495	889	1501	2691	397	807	97.985	0	1	2	0	2694
proto.142-Cuniculus_paca	proto.142-Cuniculus	142	proto.142	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31368	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010216792.1	-	374	1304	143	256	355	708	118	103	56.78	6.21	91	2	0	931
proto.142-Hydrochoerus_hydrochaeris	proto.142-Cuniculus	142	proto.142	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31276	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01007857.1	-	93907	94026	29	68	1	120	40	62	72.5	1.34	15	0	0	120
proto.142-Erethizon_dorsatum	proto.142-Cuniculus	142	proto.142	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	31783	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655384.1	-	11981851	11986027	212	550	1900	2934	345	429	63.188	0	1	3	0	4177
proto.143-Cuniculus_paca	proto.143-Cuniculus	143	proto.143	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31341	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010432024.1	+	301	708	558	693	1	408	136	246	85.294	3.85	81	0	0	408
proto.143-Cuniculus_paca	proto.143-Cuniculus	143	proto.143	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31749	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT011684932.1	+	2	307	355	456	1	306	102	182	81.373	1.43	57	0	0	306
proto.143-Cuniculus_paca	proto.143-Cuniculus	143	proto.143	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31962	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010093222.1	+	2226	4328	221	693	679	2103	475	941	99.579	0	1	2	0	2103
proto.150-Gymnobelideus_leadbeateri	proto.150.Gymnobelideus	150	proto.150	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31669	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01011675.1	-	104428	108392	174	548	552	1691	385	574	80.26	0	1	5	0	3965
proto.151-Macropus_eugenii	proto.151.Macropus	151	proto.151	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31674	low_coverage	goldenpath_macEug2	macEug2.fa	GL116559	+	15981	19243	843	1074	2565	3260	232	458	100	0	1	0	0	3263
proto.151-Phascolarctos_cinereus	proto.151.Phascolarctos	151	proto.151	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	32022	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00046	+	9975753	9979836	685	1185	2087	3613	516	716	75.194	0	1	9	0	4084
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31525	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01015027.1	+	2356	4486	304	556	1238	2119	294	290	49.66	1.73	86	1	0	2131
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31533	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01085466.1	-	3	593	263	437	70	591	175	201	50.286	6.77	62	1	0	591
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31566	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01300793.1	-	3	284	344	437	1	282	94	135	59.574	2.05	40	0	0	282
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31667	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01022521.1	-	121	1833	8	556	1	1710	571	513	44.834	1.38	171	4	0	1713
proto.152-Cavia_aperea	proto.152.Sarcophilus	152	proto.152	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31449	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000245.1	-	24503054	24503533	323	480	16	480	158	169	51.266	2.84	51	2	0	480
proto.152-Cavia_tschudii	proto.152.Sarcophilus	152	proto.152	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31468	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010090199.1	-	1	1358	128	541	40	1332	446	224	32.287	2.48	66	8	0	1358
proto.152-Cavia_porcellus	proto.152.Sarcophilus	152	proto.152	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31305	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_31	+	24705775	24707153	128	550	40	1359	455	225	32.088	1.99	66	8	0	1379
proto.152-Cavia_porcellus	proto.152.Sarcophilus	152	proto.152	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31323	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_31	-	24518446	24520076	322	523	1026	1622	202	203	49.505	5.61	113	2	0	1631
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31804	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01035331.1	+	345	2060	8	556	1	1713	572	547	46.154	0	1	5	0	1716
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31850	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01034486.1	-	121	1833	8	557	1	1713	572	520	44.406	3.55	174	4	0	1713
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31861	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01238421.1	-	38	337	373	472	1	300	100	144	61	1.82	43	0	0	300
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31950	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01030930.1	+	1175	2863	14	556	1	1686	565	516	44.602	6.83	173	5	0	1689
proto.152-Hydrochoerus_hydrochaeris	proto.152.Sarcophilus	152	proto.152	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31981	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01069542.1	+	83	697	267	472	1	615	206	240	51.942	2.42	75	1	0	615
proto.152-Dolichotis_patagonum	proto.152.Sarcophilus	152	proto.152	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31753	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010007801.1	+	67070	68689	10	136	1	384	128	104	40.625	6.74	65	1	0	1620
proto.152-Cavia_aperea	proto.152.Sarcophilus	152	proto.152	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31944	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000245.1	+	24690141	24691519	128	557	40	1341	457	239	32.823	3.34	71	9	0	1379
proto.152-Sarcophilus_harrisii	proto.152.Sarcophilus	152	proto.152	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	31836	complete	goldenpath_sarHar1	sarHar1.fa_1.fa	chr1_GL834608_random	-	1658530	1662514	152	562	456	1688	411	855	100	0	1	0	0	3985
proto.152-Cavia_tschudii	proto.152.Sarcophilus	152	proto.152	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	31918	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010086882.1	-	85	1351	272	523	479	1228	273	148	34.799	2.74	64	6	0	1267
proto.153-Glis_glis	proto.153.Macropus	153	proto.153	Glis_glis	Mammalia	Euarchontoglires	Rodentia	Gliridae	Glis	31691	low_coverage	GliGli_v1	GCA_004027185.1_GliGli_v1_BIUU_genomic.fna	PVJS01003559.1	-	21610	21975	6	119	1	342	114	164	71.93	4.53	50	0	0	366
proto.153-Macropus_eugenii	proto.153.Macropus	153	proto.153	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	32017	low_coverage	goldenpath_macEug2	macEug2.fa	GL081802	+	57978	61279	373	1010	1371	3299	647	1189	94.59	0	1	6	0	3302
