record_id	sequenceID	organism	Class	Superorder	Order	Family	Genus	virus_genus	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity
127342	Dependo_127342_Hippopotamus	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	Dependoparvovirus	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01001970.1	58998	62810	3813	Muscovy-duck-parvovirus	NS	-	373	49.519
127351	Dependo_127351_Megaderma	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	ncbi_AWHB00000000.1_2015-05	AWHB01.2.fsa_nt.fa	gi|538698300|gb|AWHB01297376.1|	117	1055	939	Adeno-associated-virus-5	VP	-	203	71.014
127352	Dependo_127352_Neophocaena	Neophocaena_asiaeorientalis	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Neophocaena	Dependoparvovirus	V1	GCF_003031525.1_Neophocaena_asiaeorientalis_V1_genomic.fna	NW_020175027.1	3229818	3233759	3942	Goose-parvovirus	NS	+	244	41.919
127380	Dependo_127380_Desmodus	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	28484884	28486454	1571	Muscovy-duck-parvovirus	NS	+	161	60.606
127387	Dependo_127387_Eulemur	Eulemur_macaco	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	LGHX01005234.1	139401	141317	1917	Adeno-associated-virus-8	NS	-	577	58.835
127416	Dependo_127416_Phocoena	Phocoena_phocoena	Mammalia	Laurasiatheria	Cetacea	Phocoenidae	Phocoena	Dependoparvovirus	GCA_003071005	GCA_003071005.1_ASM307100v1_genomic.fna	PKGA01132905.1	1807877	1811316	3440	Snake-adeno-associated-virus	VP	+	249	49.167
127417	Dependo_127417_Myotis	Myotis_lucifugus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Dependoparvovirus	goldenpath_myoLuc2	myoLuc2.fa	GL430312	465565	468697	3133	Adeno-associated-virus-2	NS	-	247	53.879
127424	Dependo_127424_Macropus	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL067164	37319	41221	3903	Adeno-associated-virus-2	VP	+	526	54.622
127429	Dependo_127429_Lipotes	Lipotes_vexillifer	Mammalia	Laurasiatheria	Cetacea	Lipotidae	Lipotes	Dependoparvovirus	ncbi_100_2014-04-27	118797_ref_Lipotes_vexillifer_v1_chrUn.fa	gi|599249724|ref|NW_006783413.1|	1818790	1821943	3154	Muscovy-duck-parvovirus	NS	+	216	50.638
127438	Dependo_127438_Oryctolagus	Oryctolagus_cuniculus	Mammalia	Euarchontoglires	Lagomorpha	Leporidae	Oryctolagus	Dependoparvovirus	goldenpath_oryCun2	oryCun2.fa	chr10	8292094	8295947	3854	Adeno-associated-virus-8	NS	-	367	39.378
127440	Dependo_127440_Dicerorhinus	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010002164.1	1427337	1431241	3905	Goose-parvovirus	VP	+	375	41.594
127441	Dependo_127441_Orycteropus	Orycteropus_afer	Mammalia	Afrotheria	Tubulidentata	Orycteropodidae	Orycteropus	Dependoparvovirus	broad_v0_2012	O_afer_v0.assembly.fa	scaffold00268	4835582	4837486	1905	Adeno-associated-virus-3	VP	+	184	66.667
127442	Dependo_127442_Tursiops	Tursiops_aduncus	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Tursiops	Dependoparvovirus	ASM322739v1	GCA_003227395.1_ASM322739v1_genomic.fna	NCQN01000043.1	1187622	1191115	3494	Snake-adeno-associated-virus	VP	+	255	52.34
127464	Dependo_127464_Orcinus	Orcinus_orca	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Orcinus	Dependoparvovirus	ncbi_ANOL02_jan_2013	ANOL02.fasta_13.fa	gi|442705876|gb|ANOL02028540.1|	31890	34916	3027	Muscovy-duck-parvovirus	VP	+	189	63.38
127469	Dependo_127469_Rhinolophus	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	Dependoparvovirus	ASM188883v1	GCF_001888835.1_ASM188883v1_genomic.fna	NW_017739794.1	114856	118715	3860	Adeno-associated-virus-3	VP	-	362	53.203
127486	Dependo_127486_Apodemus	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01023269.1	14697	15680	984	Bovine-adeno-associated-virus	NS	-	66.6	35.659
127488	Dependo_127488_Papio	Papio_anubis	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Papio	Dependoparvovirus	goldenpath_papAnu2	papAnu2.fa_3.fa	chr3	14387629	14389957	2329	Adeno-associated-virus-2	NS	+	1156	90.732
127489	Dependo_127489_Macropus	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL137465	569	2203	1635	Avian-adeno-associated-virus-strain-DA-1	NS	+	144	40.741
127491	Dependo_127491_Ceratotherium	Ceratotherium_simum	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	goldenpath_cerSim1	cerSim1.fa	JH767777	15364994	15367888	2895	Muscovy-duck-parvovirus	NS	+	215	55.981
127501	Dependo_127501_Theropithecus	Theropithecus_gelada	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Theropithecus	Dependoparvovirus	Tgel_1.0	GCF_003255815.1_Tgel_1.0_genomic.fna	NC_037670.1	30672747	30675075	2329	Adeno-associated-virus-2	NS	+	1137	89.833
127506	Dependo_127506_Rhinolophus	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	Dependoparvovirus	ASM188883v1	GCF_001888835.1_ASM188883v1_genomic.fna	NW_017739534.1	3624	7150	3527	Adeno-associated-virus-2	VP	+	360	45.14
127525	Dependo_127525_Eptesicus	Eptesicus_fuscus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Eptesicus	Dependoparvovirus	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_17.fa	gi|411115880|gb|JH977683.1|	1721478	1722238	761	Adeno-associated-virus-2	VP	-	126	42.077
127530	Dependo_127530_Eschrichtius	Eschrichtius_robustus	Mammalia	Laurasiatheria	Cetacea	Eschrichtiidae	Eschrichtius	Dependoparvovirus	ASM218922v1	GCA_002189225.1_ASM218922v1_genomic.fna	NIPP01000049.1	530460	534318	3859	Adeno-associated-virus-5	VP	+	274	54.941
127536	Dependo_127536_Apodemus	Apodemus_speciosus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	BDUI01074050.1	1293	2146	854	Adeno-associated-virus-2	NS	-	209	71.97
127764	Dependo_127764_Anoura	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	Dependoparvovirus	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01002692.1	191749	192294	546	Adeno-associated-virus-2	NS	-	188	50
127765	Dependo_127765_Anoura	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	Dependoparvovirus	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01001227.1	314400	315434	1035	Goose-parvovirus	NS	-	232	42.899
127766	Dependo_127766_Anoura	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	Dependoparvovirus	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01007968.1	73669	73962	294	Adeno-associated-virus-2	NS	-	123	60
127767	Dependo_127767_Beatragus	Beatragus_hunteri	Mammalia	Laurasiatheria	Unclassified	Bovidae	Beatragus	Dependoparvovirus	BeaHun_v1_BIUU	GCA_004027495.1_BeaHun_v1_BIUU_genomic.fna	PVKQ01008691.1	23801	24172	372	Adeno-associated-virus-2	NS	-	102	42.063
127769	Dependo_127769_Cavia	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010015625.1	16236	16783	548	Adeno-associated-virus-2	NS	+	220	80
127770	Dependo_127770_Ctenomys	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01101974.1	1	981	981	Adeno-associated-virus-3	NS	-	455	65.443
127772	Dependo_127772_Ctenomys	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01046337.1	14585	14995	411	Adeno-associated-virus-2	NS	-	229	77.941
127774	Dependo_127774_Ctenomys	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01044981.1	15323	15907	585	Adeno-associated-virus-5	NS	-	170	47.938
127775	Dependo_127775_Daubentonia	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	PVJZ01000109.1	758305	759182	878	Muscovy-duck-parvovirus	NS	-	244	64.641
127783	Dependo_127783_Dolichotis	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	Dependoparvovirus	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010071470.1	4197	4511	315	Bat-adeno-associated-virus-YNM	NS	-	130	57.658
127787	Dependo_127787_Dolichotis	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	Dependoparvovirus	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010073744.1	4266	4577	312	Bat-adeno-associated-virus-YNM	NS	-	137	60.55
127795	Dependo_127795_Eulemur	Eulemur_fulvus	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	PVJU010013730.1	9608	10261	654	Adeno-associated-virus-2	NS	+	336	79.793
127796	Dependo_127796_Glis	Glis_glis	Mammalia	Euarchontoglires	Rodentia	Gliridae	Glis	Dependoparvovirus	GliGli_v1	GCA_004027185.1_GliGli_v1_BIUU_genomic.fna	PVJS01024767.1	18299	18745	447	Bovine-adeno-associated-virus	NS	+	184	62.143
127797	Dependo_127797_Graphiurus	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	Dependoparvovirus	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010001676.1	49807	51030	1224	Adeno-associated-virus-5	NS	+	447	57.248
127798	Dependo_127798_Heterohyrax	Heterohyrax_brucei	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Heterohyrax	Dependoparvovirus	HetBruBak_v1_BIUU	GCA_004026845.1_HetBruBak_v1_BIUU_genomic.fna	PVJQ01008376.1	41160	41594	435	Adeno-associated-virus-2	NS	+	209	73.333
127799	Dependo_127799_Hyaena	Hyaena_hyaena	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Hyaena	Dependoparvovirus	HyaHya_v1	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna	PITC01058066.1	520	1698	1179	Adeno-associated-virus-5	NS	+	227	35.351
127800	Dependo_127800_Lagenorhynchus	Lagenorhynchus_obliquidens	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Lagenorhynchus	Dependoparvovirus	ASM367639v1	GCF_003676395.1_ASM367639v1_genomic.fna	NW_020837951.1	35655952	35656170	219	Goose-parvovirus	NS	-	127	80.556
127801	Dependo_127801_Lasiurus	Lasiurus_borealis	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Lasiurus	Dependoparvovirus	LasBor_v1	GCA_004026805.1_LasBor_v1_BIUU_genomic.fna	PVJN01009107.1	8078	9028	951	Adeno-associated-virus-7	NS	+	370	61.415
127802	Dependo_127802_Lepus	Lepus_americanus	Mammalia	Euarchontoglires	Lagomorpha	Leporidae	Lepus	Dependoparvovirus	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	PVJM010047690.1	2836	3777	942	Adeno-associated-virus-5	NS	+	251	46.688
127803	Dependo_127803_Mesoplodon	Mesoplodon_bidens	Mammalia	Laurasiatheria	Cetacea	Ziphiidae	Mesoplodon	Dependoparvovirus	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	PVJJ010002729.1	37594	37920	327	Goose-parvovirus	NS	+	154	67.593
127805	Dependo_127805_Monodon	Monodon_monoceros	Mammalia	Laurasiatheria	Cetacea	Monodontidae	Monodon	Dependoparvovirus	MonMon_v1	GCA_004027045.1_MonMon_v1_BIUU_genomic.fna	PVJF01006520.1	70590	71093	504	Adeno-associated-virus-2	NS	-	185	52.326
127806	Dependo_127806_Mormoops	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	Dependoparvovirus	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01000288.1	296937	297608	672	Muscovy-duck-parvovirus	NS	+	206	55.446
127807	Dependo_127807_Mormoops	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	Dependoparvovirus	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01000213.1	74429	74746	318	Adeno-associated-virus-2	NS	-	125	56.604
127809	Dependo_127809_Mormoops	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	Dependoparvovirus	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01001646.1	229200	229496	297	Adeno-associated-virus-2	NS	+	144	66.667
127810	Dependo_127810_Murina	Murina_aurata_feae	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Murina	Dependoparvovirus	MurFea_v1	GCA_004026665.1_MurFea_v1_BIUU_genomic.fna	PVJC01011345.1	29754	30533	780	Adeno-associated-virus-2	NS	+	333	63.636
127811	Dependo_127811_Muscardinus	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	Dependoparvovirus	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01021184.1	1286	1735	450	Avian-adeno-associated-virus-strain-DA-1	NS	-	107	44.218
127812	Dependo_127812_Muscardinus	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	Dependoparvovirus	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01014004.1	35365	35598	234	Adeno-associated-virus-2	NS	+	127	71.795
127815	Dependo_127815_Myocastor	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	Dependoparvovirus	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010007880.1	1205	1735	531	Adeno-associated-virus-2	NS	-	298	77.401
127821	Dependo_127821_Petromus	Petromus_typicus	Mammalia	Euarchontoglires	Rodentia	Petromuridae	Petromus	Dependoparvovirus	PetTyp_v1_BIUU	GCA_004026965.1_PetTyp_v1_BIUU_genomic.fna	PVIR01059760.1	5326	5808	483	Adeno-associated-virus-2	NS	-	225	69.333
127822	Dependo_127822_Pipistrellus	Pipistrellus_pipistrellus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Pipistrellus	Dependoparvovirus	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	PVIQ01043641.1	7780	8313	534	Adeno-associated-virus-2	NS	-	237	67.241
127823	Dependo_127823_Pipistrellus	Pipistrellus_pipistrellus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Pipistrellus	Dependoparvovirus	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	PVIQ01000308.1	121864	122973	1110	Bat-adeno-associated-virus-YNM	NS	+	590	76.344
127825	Dependo_127825_Tapirus	Tapirus_indicus	Mammalia	Laurasiatheria	Perissodactyla	Tapiridae	Tapirus	Dependoparvovirus	TapInd_v1_BIUU	GCA_004024905.1_TapInd_v1_BIUU_genomic.fna	PVIE01002835.1	165738	166175	438	Adeno-associated-virus-5	NS	+	121	44.828
127826	Dependo_127826_Anoura	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	Dependoparvovirus	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01001227.1	312774	313298	525	Adeno-associated-virus-5	VP	-	196	56.818
127827	Dependo_127827_Daubentonia	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	PVJZ01000109.1	756425	757156	732	Goose-parvovirus	VP	-	258	55.372
127843	Dependo_127843_Lagenorhynchus	Lagenorhynchus_obliquidens	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Lagenorhynchus	Dependoparvovirus	ASM367639v1	GCF_003676395.1_ASM367639v1_genomic.fna	NW_020837951.1	35654182	35654490	309	Adeno-associated-virus-5	VP	-	166	71.845
127844	Dependo_127844_Megaderma	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010000011.1	334554	335219	666	Adeno-associated-virus-2	VP	-	358	75.771
127845	Dependo_127845_Mesoplodon	Mesoplodon_bidens	Mammalia	Laurasiatheria	Cetacea	Ziphiidae	Mesoplodon	Dependoparvovirus	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	PVJJ010002729.1	39509	40081	573	Goose-parvovirus	VP	+	237	60.209
127846	Dependo_127846_Monodon	Monodon_monoceros	Mammalia	Laurasiatheria	Cetacea	Monodontidae	Monodon	Dependoparvovirus	MonMon_v1	GCA_004027045.1_MonMon_v1_BIUU_genomic.fna	PVJF01006520.1	68717	69289	573	Adeno-associated-virus-5	VP	-	247	63.441
127847	Dependo_127847_Pipistrellus	Pipistrellus_pipistrellus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Pipistrellus	Dependoparvovirus	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	PVIQ01000308.1	124201	125403	1203	Bat-adeno-associated-virus-YNM	VP	+	600	75
128119	Dependo_128119_Tonatia	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Dependoparvovirus	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01000230.1	72971	73434	464	Muscovy-duck-parvovirus	NS	-	151	66.346
128120	Dependo_128120_Tonatia	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Dependoparvovirus	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01004114.1	122996	123691	696	Adeno-associated-virus-3	NS	-	238	56.061
128121	Dependo_128121_Tonatia	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Dependoparvovirus	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01007828.1	31078	31554	477	Adeno-associated-virus-2	NS	+	184	57.143
128122	Dependo_128122_Tonatia	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Dependoparvovirus	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01000230.1	71492	71971	480	Goose-parvovirus	VP	-	194	60.645
128317	Dependo_128317_Bradypus	Bradypus_variegatus	Mammalia	Xenarthra	Pilosa	Bradypodidae	Bradypus	Dependoparvovirus	BraVar_v1_BIUU	GCA_004027775.1_BraVar_v1_BIUU_genomic.fna	PVKY010006380.1	5795	6334	540	Bat-adeno-associated-virus-YNM	NS	+	172	48.023
128318	Dependo_128318_Carollia	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	Dependoparvovirus	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010047255.1	10356	10961	606	Goose-parvovirus	NS	-	239	62.842
128319	Dependo_128319_Carollia	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	Dependoparvovirus	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010009701.1	31160	31480	321	Adeno-associated-virus-2	NS	-	98.2	50
128320	Dependo_128320_Ceratotherium	Ceratotherium_simum_cottoni	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	CerCot_v1_BIUU	GCA_004027795.1_CerCot_v1_BIUU_genomic.fna	PVLE01002629.1	46368	47275	908	Muscovy-duck-parvovirus	NS	-	215	55.981
128323	Dependo_128323_Diceros	Diceros_bicornis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Diceros	Dependoparvovirus	DicBicMic_v1_BIUU	GCA_004027315.1_DicBicMic_v1_BIUU_genomic.fna	PVJY010006244.1	101585	102595	1011	Adeno-associated-virus-3	NS	-	152	57.48
128328	Dependo_128328_Hydrochoerus	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01165440.1	28	285	258	Adeno-associated-virus-2	NS	-	101	62.791
128329	Dependo_128329_Hydrochoerus	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01048459.1	609	863	255	Adeno-associated-virus-2	NS	-	104	64.706
128334	Dependo_128334_Hydrochoerus	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01243803.1	6	263	258	Adeno-associated-virus-2	NS	-	103	63.953
128337	Dependo_128337_Hydrochoerus	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01056684.1	92	346	255	Adeno-associated-virus-2	NS	+	105	65.882
128356	Dependo_128356_Ornithorhynchus	Ornithorhynchus_anatinus	Mammalia	Unclassified	Monotremata	Ornithorhynchidae	Ornithorhynchus	Dependoparvovirus	mOrnAna1	GCA_004115175.1_mOrnAna1.h.v1_genomic.fna	RZJU01002311.1	490007	490303	297	Muscovy-duck-parvovirus	NS	+	74.7	41.584
128357	Dependo_128357_Phyllostomus	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Dependoparvovirus	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01010460.1	291884	292363	480	Adeno-associated-virus-2	NS	+	201	61.688
128359	Dependo_128359_Phyllostomus	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Dependoparvovirus	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01009965.1	49401	49952	552	Adeno-associated-virus-5	NS	-	234	60.894
128360	Dependo_128360_Phyllostomus	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Dependoparvovirus	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01009965.1	47526	48263	738	Adeno-associated-virus-5	VP	-	252	52.245
128361	Dependo_128361_Phyllostomus	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Dependoparvovirus	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01000259.1	5650	7479	1830	Goose-parvovirus	NS	+	137	65.306
128704	Dependo_128704_Megaptera	Megaptera_novaeangliae	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Megaptera	Dependoparvovirus	megNov1	GCA_004329385.1_megNov1_genomic.fna	RYZJ01002354.1	2660111	2660645	535	Adeno-associated-virus-3	NS	+	154	67.619
128705	Dependo_128705_Platanista	Platanista_minor	Mammalia	Laurasiatheria	Cetacea	Platanistidae	Platanista	Dependoparvovirus	PlaMin_v1_BIUU	GCA_004363435.1_PlaMin_v1_BIUU_genomic.fna	RJWK010029324.1	11687	12028	342	Goose-parvovirus	NS	+	164	68.75
128706	Dependo_128706_Inia	Inia_geoffrensis	Mammalia	Laurasiatheria	Cetacea	Iniidae	Inia	Dependoparvovirus	IniGeo_v1_BIUU	GCA_004363515.1_IniGeo_v1_BIUU_genomic.fna	RJWO010002031.1	87422	88009	588	Goose-parvovirus	VP	-	242	60.417
128707	Dependo_128707_Kogia	Kogia_breviceps	Mammalia	Laurasiatheria	Cetacea	Physeteridae	Kogia	Dependoparvovirus	v1_BIUU	GCA_004363705.1_KogBre_v1_BIUU_genomic.fna	RJWL010008168.1	27448	28020	573	Adeno-associated-virus-5	VP	-	241	61.081
128708	Dependo_128708_Megaptera	Megaptera_novaeangliae	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Megaptera	Dependoparvovirus	megNov1	GCA_004329385.1_megNov1_genomic.fna	RYZJ01002354.1	2662024	2662611	588	Goose-parvovirus	VP	+	253	62.5
128709	Dependo_128709_Platanista	Platanista_minor	Mammalia	Laurasiatheria	Cetacea	Platanistidae	Platanista	Dependoparvovirus	PlaMin_v1_BIUU	GCA_004363435.1_PlaMin_v1_BIUU_genomic.fna	RJWK010029324.1	13556	14128	573	Adeno-associated-virus-5	VP	+	247	62.903
169453	Dependo_169453_Globicephala	Globicephala_melas	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Globicephala	Dependoparvovirus	ASM654740v1	GCA_006547405.1_ASM654740v1_genomic.fna	ML658845.1	2546315	2546533	219	Muscovy-duck-parvovirus	NS	+	128	80.822
