taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996928	KY996928	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996929	KY996929	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996930	KY996930	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996931	KY996931	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996932	KY996932	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996933	KY996933	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996934	KY996934	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996935	KY996935	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996936	KY996936	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996937	KY996937	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996938	KY996938	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996939	KY996939	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996940	KY996940	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996941	KY996941	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996942	KY996942	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996943	KY996943	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996944	KY996944	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996945	KY996945	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996946	KY996946	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996947	KY996947	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996948	KY996948	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996949	KY996949	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996950	KY996950	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996951	KY996951	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996952	KY996952	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996953	KY996953	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996954	KY996954	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996955	KY996955	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996956	KY996956	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996957	KY996957	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996958	KY996958	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996959	KY996959	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996960	KY996960	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996961	KY996961	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996962	KY996962	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996963	KY996963	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996964	KY996964	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996965	KY996965	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996966	KY996966	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996967	KY996967	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996968	KY996968	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996969	KY996969	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996970	KY996970	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996971	KY996971	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996972	KY996972	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996973	KY996973	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996974	KY996974	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996975	KY996975	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996976	KY996976	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996977	KY996977	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996978	KY996978	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996979	KY996979	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996980	KY996980	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996981	KY996981	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996982	KY996982	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996983	KY996983	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996984	KY996984	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996985	KY996985	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996986	KY996986	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996987	KY996987	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996988	KY996988	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996989	KY996989	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996990	KY996990	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996991	KY996991	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996992	KY996992	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996993	KY996993	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996994	KY996994	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996995	KY996995	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996996	KY996996	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996997	KY996997	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996998	KY996998	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY996999	KY996999	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997000	KY997000	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997001	KY997001	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997002	KY997002	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997003	KY997003	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997004	KY997004	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997005	KY997005	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997006	KY997006	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997007	KY997007	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997008	KY997008	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997009	KY997009	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997010	KY997010	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997011	KY997011	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997012	KY997012	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997013	KY997013	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997014	KY997014	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997015	KY997015	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997016	KY997016	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997017	KY997017	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997018	KY997018	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997019	KY997019	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997020	KY997020	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997021	KY997021	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997022	KY997022	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997023	KY997023	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997024	KY997024	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997025	KY997025	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997026	KY997026	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997027	KY997027	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997028	KY997028	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997029	KY997029	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997030	KY997030	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997031	KY997031	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997032	KY997032	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997033	KY997033	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997034	KY997034	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997035	KY997035	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997036	KY997036	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997037	KY997037	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997038	KY997038	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997039	KY997039	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997040	KY997040	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997041	KY997041	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Netherlands
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997042	KY997042	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997043	KY997043	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997044	KY997044	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997045	KY997045	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997046	KY997046	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997047	KY997047	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997048	KY997048	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997049	KY997049	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997050	KY997050	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997051	KY997051	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997052	KY997052	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997053	KY997053	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997054	KY997054	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997055	KY997055	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997056	KY997056	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/KY997057	KY997057	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	Denmark
alignment/AL_AMDV/member/ncbi-curated-amdv/M20036	M20036	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	-
alignment/AL_AMDV/member/ncbi-curated-amdv/MF285607	MF285607	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	Harbin	Neovison vison	-	China: Heilongjiang
alignment/AL_AMDV/member/ncbi-curated-amdv/MF362630	MF362630	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	LN1	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF362631	MF362631	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	LN2	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF362632	MF362632	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	HLJ1	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF362633	MF362633	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	HLJ2	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF362634	MF362634	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	JL1	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF444155	MF444155	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	HLJ3	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF444156	MF444156	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	JL2	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MF444157	MF444157	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	JL3	Neovison vison	-	China
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821234	MG821234	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821235	MG821235	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821236	MG821236	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821237	MG821237	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821238	MG821238	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821239	MG821239	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821240	MG821240	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821241	MG821241	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821242	MG821242	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821243	MG821243	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821244	MG821244	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821245	MG821245	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821246	MG821246	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821247	MG821247	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821248	MG821248	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821249	MG821249	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821250	MG821250	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821251	MG821251	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821252	MG821252	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821253	MG821253	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821254	MG821254	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821255	MG821255	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821256	MG821256	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821257	MG821257	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
