accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
JA231857	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231858	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231859	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231860	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231861	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231862	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231863	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231864	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231865	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231866	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231867	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231868	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231869	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231870	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231871	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231872	Parvovirinae	Dependoparvovirus	-	2209	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231873	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231874	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231875	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231876	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231877	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231878	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231879	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231880	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231881	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231882	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231883	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231884	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231885	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231886	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231887	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231888	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231889	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231890	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231891	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231892	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231893	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231894	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231895	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231896	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231897	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231898	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231899	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231900	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231901	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231902	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231903	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231904	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231905	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231906	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231994	Parvovirinae	Dependoparvovirus	-	3158	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA231998	Parvovirinae	Dependoparvovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232000	Parvovirinae	Dependoparvovirus	-	3160	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232001	Parvovirinae	Dependoparvovirus	-	3157	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232002	Parvovirinae	Dependoparvovirus	-	3163	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232023	Parvovirinae	Dependoparvovirus	-	2175	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232024	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232025	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232026	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232027	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232028	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232029	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232030	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232031	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232032	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232033	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232034	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232035	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232036	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232037	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232038	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232039	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232061	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232062	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232063	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232064	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232065	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232066	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232067	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232068	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232069	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232070	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232071	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232072	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232073	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232074	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232075	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232076	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232077	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232078	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232079	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232080	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232081	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232082	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232083	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232084	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232085	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232086	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232087	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232088	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232089	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232090	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232091	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232092	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232093	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232094	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232095	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232096	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232097	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232098	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232099	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232100	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232101	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232102	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232103	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232104	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232105	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232106	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232107	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232108	Parvovirinae	Dependoparvovirus	-	2209	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232109	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232110	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232111	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232112	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232113	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232114	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232115	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232116	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232117	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232118	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232119	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232120	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232121	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232122	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232123	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232124	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232125	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232126	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232127	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232128	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232129	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232130	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232131	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232132	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232133	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232134	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232135	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232136	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232137	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232138	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232139	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232140	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232141	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232142	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232226	Parvovirinae	Dependoparvovirus	-	3162	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232228	Parvovirinae	Dependoparvovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232230	Parvovirinae	Dependoparvovirus	-	3158	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232234	Parvovirinae	Dependoparvovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232236	Parvovirinae	Dependoparvovirus	-	3160	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232237	Parvovirinae	Dependoparvovirus	-	3157	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232238	Parvovirinae	Dependoparvovirus	-	3163	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232259	Parvovirinae	Dependoparvovirus	-	2175	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232260	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232261	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232262	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232263	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232264	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232265	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232266	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232267	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232268	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232269	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232270	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232271	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232272	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232273	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232274	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA232275	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400111	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400112	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400113	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400114	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400115	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400116	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400117	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400118	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400119	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400120	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400121	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400122	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400123	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400124	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400125	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400126	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400127	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400128	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400129	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400130	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400131	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400132	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400133	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400134	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400135	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400136	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400137	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400138	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400139	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400140	Parvovirinae	Dependoparvovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400141	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400142	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400143	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400144	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400145	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400146	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400147	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400148	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400149	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400150	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400151	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400152	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400153	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400154	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400155	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400156	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400157	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400158	Parvovirinae	Dependoparvovirus	-	2209	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400159	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400160	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400161	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400162	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400163	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400164	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400165	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400166	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400167	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400168	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400169	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400170	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400171	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400172	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400173	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400174	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400175	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400176	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
