taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Neomonachus_schauinslandi	parvovirinae.22-Neomonachus_schauinslandi	parvovirinae.22-Neomonachus_schauinslandi	parvovirinae.22-Neomonachus_schauinslandi	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Neophocaena_asiaeorientalis	parvovirinae.22-Neophocaena_asiaeorientalis	parvovirinae.22-Neophocaena_asiaeorientalis	parvovirinae.22-Neophocaena_asiaeorientalis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Neovison_vison	parvovirinae.22-Neovison_vison	parvovirinae.22-Neovison_vison	parvovirinae.22-Neovison_vison	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Odobenus_rosmarus	parvovirinae.22-Odobenus_rosmarus	parvovirinae.22-Odobenus_rosmarus	parvovirinae.22-Odobenus_rosmarus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Oryx_gazella	parvovirinae.22-Oryx_gazella	parvovirinae.22-Oryx_gazella	parvovirinae.22-Oryx_gazella	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ourebia_ourebi	parvovirinae.22-Ourebia_ourebi	parvovirinae.22-Ourebia_ourebi	parvovirinae.22-Ourebia_ourebi	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ovis_aries	parvovirinae.22-Ovis_aries	parvovirinae.22-Ovis_aries	parvovirinae.22-Ovis_aries	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Panthera_leo	parvovirinae.22-Panthera_leo	parvovirinae.22-Panthera_leo	parvovirinae.22-Panthera_leo	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Panthera_tigris_altaica	parvovirinae.22-Panthera_tigris_altaica	parvovirinae.22-Panthera_tigris_altaica	parvovirinae.22-Panthera_tigris_altaica	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Pantholops_hodgsonii	parvovirinae.22-Pantholops_hodgsonii	parvovirinae.22-Pantholops_hodgsonii	parvovirinae.22-Pantholops_hodgsonii	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Philantomba_maxwellii	parvovirinae.22-Philantomba_maxwellii	parvovirinae.22-Philantomba_maxwellii	parvovirinae.22-Philantomba_maxwellii	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Phocoena_phocoena	parvovirinae.22-Phocoena_phocoena	parvovirinae.22-Phocoena_phocoena	parvovirinae.22-Phocoena_phocoena	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Platanista_minor	parvovirinae.22-Platanista_minor	parvovirinae.22-Platanista_minor	parvovirinae.22-Platanista_minor	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Procapra_przewalskii	parvovirinae.22-Procapra_przewalskii	parvovirinae.22-Procapra_przewalskii	parvovirinae.22-Procapra_przewalskii	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Pseudois_nayaur	parvovirinae.22-Pseudois_nayaur	parvovirinae.22-Pseudois_nayaur	parvovirinae.22-Pseudois_nayaur	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Pteronotus_parnellii	parvovirinae.22-Pteronotus_parnellii	parvovirinae.22-Pteronotus_parnellii	parvovirinae.22-Pteronotus_parnellii	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Pteropus_alecto	parvovirinae.22-Pteropus_alecto	parvovirinae.22-Pteropus_alecto	parvovirinae.22-Pteropus_alecto	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Pteropus_vampyrus	parvovirinae.22-Pteropus_vampyrus	parvovirinae.22-Pteropus_vampyrus	parvovirinae.22-Pteropus_vampyrus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Raphicerus_campestris	parvovirinae.22-Raphicerus_campestris	parvovirinae.22-Raphicerus_campestris	parvovirinae.22-Raphicerus_campestris	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Redunca_redunca	parvovirinae.22-Redunca_redunca	parvovirinae.22-Redunca_redunca	parvovirinae.22-Redunca_redunca	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Rhinolophus_ferrumequinum	parvovirinae.22-Rhinolophus_ferrumequinum	parvovirinae.22-Rhinolophus_ferrumequinum	parvovirinae.22-Rhinolophus_ferrumequinum	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Rhinolophus_sinicus	parvovirinae.22-Rhinolophus_sinicus	parvovirinae.22-Rhinolophus_sinicus	parvovirinae.22-Rhinolophus_sinicus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Sousa_chinensis	parvovirinae.22-Sousa_chinensis	parvovirinae.22-Sousa_chinensis	parvovirinae.22-Sousa_chinensis	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Sylvicapra_grimmia	parvovirinae.22-Sylvicapra_grimmia	parvovirinae.22-Sylvicapra_grimmia	parvovirinae.22-Sylvicapra_grimmia	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Tapirus_indicus	parvovirinae.22-Tapirus_indicus	parvovirinae.22-Tapirus_indicus	parvovirinae.22-Tapirus_indicus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Taxidea_taxus	parvovirinae.22-Taxidea_taxus	parvovirinae.22-Taxidea_taxus	parvovirinae.22-Taxidea_taxus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Tonatia_saurophila	parvovirinae.22-Tonatia_saurophila	parvovirinae.22-Tonatia_saurophila	parvovirinae.22-Tonatia_saurophila	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.22-Ziphius_cavirostris	parvovirinae.22-Ziphius_cavirostris	parvovirinae.22-Ziphius_cavirostris	parvovirinae.22-Ziphius_cavirostris	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.23-Camelus_bactrianus	parvovirinae.23-Camelus_bactrianus	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.23-Camelus_dromedarius	parvovirinae.23-Camelus_dromedarius	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.23-Camelus_ferus	parvovirinae.23-Camelus_ferus	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.23-Lama_glama	parvovirinae.23-Lama_glama	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.23-Vicugna_pacos	parvovirinae.23-Vicugna_pacos	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Daubentonia_madagascariensis	parvovirinae.26-Daubentonia_madagascariensis	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Eulemur_flavifrons	parvovirinae.26-Eulemur_flavifrons	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Eulemur_fulvus	parvovirinae.26-Eulemur_fulvus	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Eulemur_macaco	parvovirinae.26-Eulemur_macaco	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Indri_indri	parvovirinae.26-Indri_indri	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Prolemur_simus	parvovirinae.26-Prolemur_simus	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.26-Propithecus_coquereli	parvovirinae.26-Propithecus_coquereli	-	-	-	-	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.7-Bradypus_variegatus	parvovirinae.7-Bradypus_variegatus	parvovirinae.7-Bradypus_variegatus	parvovirinae.7-Bradypus_variegatus	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.94-eHV_Carlito_syrichta	parvovirinae.94-eHV_Carlito_syrichta	parvovirinae.94-eHV_Carlito_syrichta	parvovirinae.94-eHV_Carlito_syrichta	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
alignment/AL_Parvoviridae_MASTER/member/fasta-digs-unc-parvo-epv/parvovirinae.94-eHV_Mustela_erminea	parvovirinae.94-eHV_Mustela_erminea	parvovirinae.94-eHV_Mustela_erminea	parvovirinae.94-eHV_Mustela_erminea	Parvovirinae	Unclassified	-	-	-	-	-	-	-	-
