record_id	sequenceID	organism	Class	Superorder	Order	Family	Genus	virus_genus	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity
127486	Apodemus_sylvaticus_Dependo_127486	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01023269.1	14697	15680	984	Bovine-adeno-associated-virus	NS	-	66.6	35.659
1119	Apodemus_sylvaticus_Dependo_1119	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Dependoparvovirus	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01228352.1	655	963	309	Adeno-associated-virus-5	VP	+	87.8	41.667
119401	Arctocephalus_gazella_Dependo_119401	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Dependoparvovirus	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000299.1	2684739	2685233	495	Adeno-associated-virus-5	NS	+	82.8	34.074
127252	Balaenoptera_acutorostrata_Dependo_127252	Balaenoptera_acutorostrata	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Dependoparvovirus	goldenpath_balAcu1	balAcu1.fa	KI538555	2062510	2065414	2905	Muscovy-duck-parvovirus	NS	+	203	67.606
127277	Balaenoptera_bonaerensis_Dependo_127277	Balaenoptera_bonaerensis	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Dependoparvovirus	ASM97880v1	GCA_000978805.1_ASM97880v1_genomic.fna	DF417164.1	13355	17208	3854	Adeno-associated-virus-5	VP	+	275	55.336
127767	Beatragus_hunteri_Dependo_127767	Beatragus_hunteri	Mammalia	Laurasiatheria	Unclassified	Bovidae	Beatragus	Dependoparvovirus	BeaHun_v1_BIUU	GCA_004027495.1_BeaHun_v1_BIUU_genomic.fna	PVKQ01008691.1	23801	24172	372	Adeno-associated-virus-2	NS	-	102	42.063
433	Bos_taurus_Dependo_433	Bos_taurus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Bos	Dependoparvovirus	goldenpath_bosTau7	bosTau7.fa	chrUn_JH121315	733715	733882	168	Avian-adeno-associated-virus-ATCC-VR-865	NS	+	63.2	54.545
128317	Bradypus_variegatus_Dependo_128317	Bradypus_variegatus	Mammalia	Xenarthra	Pilosa	Bradypodidae	Bradypus	Dependoparvovirus	BraVar_v1_BIUU	GCA_004027775.1_BraVar_v1_BIUU_genomic.fna	PVKY010006380.1	5795	6334	540	Bat-adeno-associated-virus-YNM	NS	+	172	48.023
434	Bubalus_bubalis_Dependo_434	Bubalus_bubalis	Mammalia	Laurasiatheria	Unclassified	Bovidae	Bubalus	Dependoparvovirus	ncbi_100_2015-05-14	bbu_ref_UMD_CASPUR_WB_2.0_chrUn.fa	gi|551721726|ref|NW_005784554.1|	486074	486241	168	Avian-adeno-associated-virus-ATCC-VR-865	NS	+	63.2	54.545
120937	Callorhinus_ursinus_Dependo_120937	Callorhinus_ursinus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	Dependoparvovirus	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ836204.1	4004815	4005159	345	Avian-adeno-associated-virus-strain-DA-1	NS	+	74.3	38.889
78534	Callorhinus_ursinus_Dependo_78534	Callorhinus_ursinus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	Dependoparvovirus	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ836403.1	1669140	1669295	156	Goose-parvovirus	NS	+	79.7	66.667
732	Camelus_bactrianus_Dependo_732	Camelus_bactrianus	Mammalia	Laurasiatheria	Unclassified	Camelidae	Camelus	Dependoparvovirus	MBC_1.0	9837_ref_Ca_bactrianus_MBC_1.0_chrUn.fa	gi|741191286|ref|NW_011513264.1|	554188	554397	210	Muscovy-duck-parvovirus	VP	-	74.7	53.521
733	Camelus_dromedarius_Dependo_733	Camelus_dromedarius	Mammalia	Laurasiatheria	Unclassified	Camelidae	Camelus	Dependoparvovirus	ncbi_GCF_000767585_2015-05-14	9838_ref_PRJNA234474_Ca_dromedarius_V1.0_chrUn.fa	gi|742338961|ref|NW_011591754.1|	31394	31603	210	Muscovy-duck-parvovirus	VP	-	75.1	53.521
734	Camelus_ferus_Dependo_734	Camelus_ferus	Mammalia	Laurasiatheria	Unclassified	Camelidae	Camelus	Dependoparvovirus	bacsac_1.0_april_2013	Camelus_f.unplaced.scaf.fa_14.fa	gi|429342667|gb|KB017125.1|	3396540	3396749	210	Muscovy-duck-parvovirus	VP	-	75.1	53.521
66873	Canis_familiaris_Dependo_66873	Canis_familiaris	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Dependoparvovirus	goldenpath_canFam3	canFam3.fa	chr37	9272288	9272596	309	Adeno-associated-virus-5	VP	-	151	66.667
78557	Canis_lupus_dingo_Dependo_78557	Canis_lupus_dingo	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Dependoparvovirus	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01002355.1	21722204	21722566	363	Adeno-associated-virus-5	VP	+	155	60.331
1102	Capra_aegagrus_Dependo_1102	Capra_aegagrus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Capra	Dependoparvovirus	CapAeg_1.0	GCA_000978405.1_CapAeg_1.0_genomic.fa	CM003224.1	5115799	5115960	162	Avian-adeno-associated-virus-ATCC-VR-865	NS	-	63.2	53.704
435	Capra_hircus_Dependo_435	Capra_hircus	Mammalia	Laurasiatheria	Unclassified	Bovidae	Capra	Dependoparvovirus	iggc_1.0_april_2013	chrX.fa	gi|441468466|gb|CM001739.1|	4735360	4735527	168	Avian-adeno-associated-virus-ATCC-VR-865	NS	-	63.2	52.727
128319	Carollia_perspicillata_Dependo_128319	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	Dependoparvovirus	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010009701.1	31160	31480	321	Adeno-associated-virus-2	NS	-	98.2	50
128318	Carollia_perspicillata_Dependo_128318	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	Dependoparvovirus	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010047255.1	10356	10961	606	Goose-parvovirus	NS	-	239	62.842
69051	Castor_canadensis_Dependo_69051	Castor_canadensis	Mammalia	Euarchontoglires	Rodentia	Castoridae	Castor	Dependoparvovirus	CasCan_v1	GCF_001984765.1_C.can_genome_v1.0_genomic.fna	NW_017878519.1	189555	190100	546	Bovine-adeno-associated-virus	NS	+	156	45.833
67117	Cavia_aperea_Dependo_67117	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000211.1	20591520	20592092	573	Adeno-associated-virus-4	NS	+	120	37.629
69147	Cavia_aperea_Dependo_69147	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000289.1	10616751	10618195	1445	Bovine-adeno-associated-virus	NS	+	169	52.98
437	Cavia_porcellus_Dependo_437	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	goldenpath_cavPor3	cavPor3.fa	scaffold_28	20602822	20603415	594	Bovine-adeno-associated-virus	NS	+	116	38.421
66730	Cavia_porcellus_Dependo_66730	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	goldenpath_cavPor3	cavPor3.fa	scaffold_35	10623727	10625138	1412	Bovine-adeno-associated-virus	NS	+	169	52.98
736	Cavia_porcellus_Dependo_736	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	goldenpath_cavPor3	cavPor3.fa	scaffold_68	509042	509263	222	Adeno-associated-virus-5	VP	-	85.1	63.768
127769	Cavia_tschudii_Dependo_127769	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Dependoparvovirus	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010015625.1	16236	16783	548	Adeno-associated-virus-2	NS	+	220	80
586	Ceratotherium_simum_Dependo_586	Ceratotherium_simum	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	goldenpath_cerSim1	cerSim1.fa	JH767727	28719851	28720099	249	Adeno-associated-virus-5	VP	-	83.2	58.571
127491	Ceratotherium_simum_Dependo_127491	Ceratotherium_simum	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	goldenpath_cerSim1	cerSim1.fa	JH767777	15364994	15367888	2895	Muscovy-duck-parvovirus	NS	+	215	55.981
66733	Ceratotherium_simum_Dependo_66733	Ceratotherium_simum	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	goldenpath_cerSim1	cerSim1.fa	JH767823	3032473	3032655	183	Avian-adeno-associated-virus-strain-DA-1	NS	+	80.1	59.322
128320	Ceratotherium_simum_cottoni_Dependo_128320	Ceratotherium_simum_cottoni	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Ceratotherium	Dependoparvovirus	CerCot_v1_BIUU	GCA_004027795.1_CerCot_v1_BIUU_genomic.fna	PVLE01002629.1	46368	47275	908	Muscovy-duck-parvovirus	NS	-	215	55.981
66737	Cercocebus_atys_Dependo_66737	Cercocebus_atys	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercocebus	Dependoparvovirus	ncbi_100_2015	9531_ref_Caty_1.0_chrUn.fa	gi|778117074|ref|NW_012006154.1|	2894065	2895450	1386	Adeno-associated-virus-2	NS	+	895	91.667
127253	Cercocebus_atys_Dependo_127253	Cercocebus_atys	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercocebus	Dependoparvovirus	ncbi_100_2015	9531_ref_Caty_1.0_chrUn.fa	gi|778128673|ref|NW_012004166.1|	1691367	1693695	2329	Adeno-associated-virus-2	NS	-	1153	88.78
120938	Cervus_elaphus_hippelaphus_Dependo_120938	Cervus_elaphus_hippelaphus	Mammalia	Laurasiatheria	Unclassified	Cervidae	Cervus	Dependoparvovirus	Celaphus1.0	GCA_002197005.1_Celaphus1.0_genomic.fna	CM008041.1	61072683	61073381	699	Avian-adeno-associated-virus-ATCC-VR-865	NS	-	84.3	32.889
450	Chinchilla_lanigera_Dependo_450	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Dependoparvovirus	broad_v0_2012	C_lanigera_v0.assembly.fasta_5.fa	scaffold00012	22669255	22669584	330	Adeno-associated-virus-2	NS	+	103	49.091
66824	Chinchilla_lanigera_Dependo_66824	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Dependoparvovirus	broad_v0_2012	C_lanigera_v0.assembly.fasta_5.fa	scaffold00012	22702389	22702709	321	Adeno-associated-virus-2	NS	+	95.9	47.664
738	Chinchilla_lanigera_Dependo_738	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Dependoparvovirus	broad_v0_2012	C_lanigera_v0.assembly.fasta_12.fa	scaffold00035	13652894	13653220	327	Adeno-associated-virus-5	VP	-	115	54.128
2061	Chinchilla_lanigera_Dependo_2061	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Dependoparvovirus	broad_v0_2012	C_lanigera_v0.assembly.fasta_14.fa	scaffold00044	7599471	7599728	258	Bovine-adeno-associated-virus	NS	-	64.3	47.761
67073	Chinchilla_lanigera_Dependo_67073	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Dependoparvovirus	broad_v0_2012	C_lanigera_v0.assembly.fasta_15.fa	scaffold00050	18094513	18095973	1461	Bovine-adeno-associated-virus	NS	-	572	55.738
67080	Chlamydotis_macqueenii_Dependo_67080	Chlamydotis_macqueenii	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Dependoparvovirus	ASM69519v1	187382_ref_ASM69519v1_chrUn.fa	gi|702198602|ref|NW_010471406.1|	415	951	537	Goose-parvovirus	NS	+	127	42.781
67173	Chlamydotis_macqueenii_Dependo_67173	Chlamydotis_macqueenii	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Dependoparvovirus	ASM69519v1	187382_ref_ASM69519v1_chrUn.fa	gi|702198602|ref|NW_010471406.1|	7671	8012	342	Goose-parvovirus	NS	+	114	54.867
703	Chlamydotis_undulata_Dependo_703	Chlamydotis_undulata	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Dependoparvovirus	bgi_2011-10-28	Chlamydotis_undulata.scaf.noBacterial.fa	scaffold13103	415	951	537	Goose-parvovirus	NS	+	127	42.781
702	Chlamydotis_undulata_Dependo_702	Chlamydotis_undulata	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Dependoparvovirus	bgi_2011-10-28	Chlamydotis_undulata.scaf.noBacterial.fa	scaffold13103	7671	8012	342	Goose-parvovirus	NS	+	114	54.867
120914	Cicinnurus_regius_Dependo_120914	Cicinnurus_regius	Aves	Neognathae	Passeriformes	Paradisaeidae	Cicinnurus	Dependoparvovirus	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	RAHN01000002.1	7822470	7822796	327	Adeno-associated-virus-5	VP	-	76.3	38.889
120939	Cicinnurus_regius_Dependo_120939	Cicinnurus_regius	Aves	Neognathae	Passeriformes	Paradisaeidae	Cicinnurus	Dependoparvovirus	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	RAHN01000272.1	888476	888655	180	Adeno-associated-virus-2	VP	-	68.6	55.738
705	Colobus_angolensis_palliatus_Dependo_705	Colobus_angolensis_palliatus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Colobus	Dependoparvovirus	ncbi_100_2015	336983_ref_Cang.pa_1.0_chrUn.fa	gi|786079843|ref|NW_012115044.1|	2545921	2546370	450	Adeno-associated-virus-2	NS	-	300	93.333
67119	Cricetulus_griseus_Dependo_67119	Cricetulus_griseus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Cricetulus	Dependoparvovirus	CHO-K1-v1	CHO-K1-v1.scaffolds.fasta	gi|351516662|ref|NW_003614887.1|	207734	208063	330	Bat-adeno-associated-virus-YNM	NS	-	65.1	37.607
706	Cricetulus_griseus_Dependo_706	Cricetulus_griseus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Cricetulus	Dependoparvovirus	goldenpath_criGri1	criGri1.fa	KE377271	1016002	1016331	330	Bat-adeno-associated-virus-YNM	NS	-	65.1	37.607
127774	Ctenomys_sociabilis_Dependo_127774	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01044981.1	15323	15907	585	Adeno-associated-virus-5	NS	-	170	47.938
127772	Ctenomys_sociabilis_Dependo_127772	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01046337.1	14585	14995	411	Adeno-associated-virus-2	NS	-	229	77.941
127770	Ctenomys_sociabilis_Dependo_127770	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	Dependoparvovirus	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01101974.1	1	981	981	Adeno-associated-virus-3	NS	-	455	65.443
214298	Cuniculus_paca_Dependo_214298	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	Dependoparvovirus	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010357308.1	90	782	693	Adeno-associated-virus-5	NS	-	275	59.833
66869	Dasypus_novemcinctus_Dependo_66869	Dasypus_novemcinctus	Mammalia	Xenarthra	Cingulata	Dasypodidae	Dasypus	Dependoparvovirus	goldenpath_dasNov3	dasNov3.fa	JH575770	698606	699268	663	Adeno-associated-virus-2	VP	-	290	63.18
740	Daubentonia_madagascariensis_Dependo_740	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	broad_1.0_oct_2012	AGTM01.fasta_34.fa	gi|368868552|gb|AGTM011892775.1|	686	1165	480	Adeno-associated-virus-4	VP	+	161	51.266
127259	Daubentonia_madagascariensis_Dependo_127259	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	broad_1.0_oct_2012	AGTM01.fasta_10.fa	gi|369230428|gb|AGTM011530899.1|	3761	6001	2241	Muscovy-duck-parvovirus	NS	+	242	64.088
66850	Daubentonia_madagascariensis_Dependo_66850	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	broad_1.0_oct_2012	AGTM01.fasta_8.fa	gi|369241804|gb|AGTM011519523.1|	1	489	489	Snake-adeno-associated-virus	VP	+	183	59.477
741	Daubentonia_madagascariensis_Dependo_741	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	broad_1.0_oct_2012	AGTM01.fasta_4.fa	gi|370174340|gb|AGTM010595279.1|	39	401	363	Snake-adeno-associated-virus	VP	+	120	49.587
127827	Daubentonia_madagascariensis_Dependo_127827	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	PVJZ01000109.1	756425	757156	732	Goose-parvovirus	VP	-	258	55.372
127775	Daubentonia_madagascariensis_Dependo_127775	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	Dependoparvovirus	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	PVJZ01000109.1	758305	759182	878	Muscovy-duck-parvovirus	NS	-	244	64.641
127293	Delphinapterus_leucas_Dependo_127293	Delphinapterus_leucas	Mammalia	Laurasiatheria	Cetacea	Monodontidae	Delphinapterus	Dependoparvovirus	ASM228892v2	GCF_002288925.1_ASM228892v2_genomic.fna	NW_019160921.1	9149141	9153246	4106	Adeno-associated-virus-5	VP	-	266	56.522
127380	Desmodus_rotundus_Dependo_127380	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	28484884	28486454	1571	Muscovy-duck-parvovirus	NS	+	161	60.606
127288	Desmodus_rotundus_Dependo_127288	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	34938448	34942308	3861	Goose-parvovirus	VP	-	185	40.299
126695	Desmodus_rotundus_Dependo_126695	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672450.1	13086114	13087249	1136	Goose-parvovirus	VP	-	262	46.302
78565	Desmodus_rotundus_Dependo_78565	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Dependoparvovirus	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672546.1	4429115	4429471	357	Adeno-associated-virus-5	NS	+	81.6	39.669
127440	Dicerorhinus_sumatrensis_sumatrensis_Dependo_127440	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010002164.1	1427337	1431241	3905	Goose-parvovirus	VP	+	375	41.594
126696	Dicerorhinus_sumatrensis_sumatrensis_Dependo_126696	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010003201.1	47712	47993	282	Adeno-associated-virus-5	VP	-	87	62.857
120943	Dicerorhinus_sumatrensis_sumatrensis_Dependo_120943	Dicerorhinus_sumatrensis_sumatrensis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Dicerorhinus	Dependoparvovirus	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	PEKH010005789.1	184718	185203	486	Adeno-associated-virus-5	NS	-	128	47.692
128323	Diceros_bicornis_Dependo_128323	Diceros_bicornis	Mammalia	Laurasiatheria	Perissodactyla	Rhinocerotidae	Diceros	Dependoparvovirus	DicBicMic_v1_BIUU	GCA_004027315.1_DicBicMic_v1_BIUU_genomic.fna	PVJY010006244.1	101585	102595	1011	Adeno-associated-virus-3	NS	-	152	57.48
120915	Diphyllodes_magnificus_Dependo_120915	Diphyllodes_magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes	Dependoparvovirus	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	RAHO01000009.1	425292	425618	327	Adeno-associated-virus-5	VP	-	78.6	39.815
120944	Diphyllodes_magnificus_Dependo_120944	Diphyllodes_magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes	Dependoparvovirus	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	RAHO01000074.1	3377817	3377996	180	Adeno-associated-virus-2	VP	+	68.9	55.738
127783	Dolichotis_patagonum_Dependo_127783	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	Dependoparvovirus	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010071470.1	4197	4511	315	Bat-adeno-associated-virus-YNM	NS	-	130	57.658
127787	Dolichotis_patagonum_Dependo_127787	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	Dependoparvovirus	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010073744.1	4266	4577	312	Bat-adeno-associated-virus-YNM	NS	-	137	60.55
708	Egretta_garzetta_Dependo_708	Egretta_garzetta	Aves	Neognathae	Pelecaniformes	Ardeidae	Egretta	Dependoparvovirus	bgi_2011-10-28	Egretta_garzetta.scaf.noBacterial.fa	scaffold81	2266872	2267294	423	Avian-adeno-associated-virus-strain-DA-1	NS	+	96.7	39.726
709	Eidolon_helvum_Dependo_709	Eidolon_helvum	Mammalia	Laurasiatheria	Chiroptera	Pteropodidae	Eidolon	Dependoparvovirus	GCA_000465285.1	GCA_000465285.1_ASM46528v1_genomic.fa	KE761265.1	27583	27879	297	Muscovy-duck-parvovirus	NS	+	95.9	52.632
3308	Ellobius_lutescens_Dependo_3308	Ellobius_lutescens	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Ellobius	Dependoparvovirus	ASM168507v1	GCA_001685075.1_ASM168507v1_genomic.fna	LOEQ01000519.1	58968	59303	336	Bovine-adeno-associated-virus	NS	+	63.5	37.398
3310	Ellobius_talpinus_Dependo_3310	Ellobius_talpinus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Ellobius	Dependoparvovirus	ETalpinus_0.1	GCA_001685095.1_ETalpinus_0.1_genomic.fna	LOJH01107152.1	5184	5519	336	Bovine-adeno-associated-virus	NS	+	63.5	37.288
78570	Empidonax_traillii_Dependo_78570	Empidonax_traillii	Aves	Neognathae	Passeriformes	Tyrannidae	Empidonax	Dependoparvovirus	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	PWAB01000205.1	166712	167673	962	Muscovy-duck-parvovirus	VP	+	103	64
120945	Eopsaltria_australis_Dependo_120945	Eopsaltria_australis	Aves	Neognathae	Passeriformes	Petroicidae	Eopsaltria	Dependoparvovirus	eyr_v1	GCA_003426825.1_eyr_v1_genomic.fna	QKXG01002043.1	2091469	2091786	318	Adeno-associated-virus-2	VP	-	64.7	51.667
596	Eptesicus_fuscus_Dependo_596	Eptesicus_fuscus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Eptesicus	Dependoparvovirus	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_19.fa	gi|411115864|gb|JH977699.1|	1476841	1477272	432	Adeno-associated-virus-5	NS	+	70.1	31.21
127310	Eptesicus_fuscus_Dependo_127310	Eptesicus_fuscus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Eptesicus	Dependoparvovirus	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_17.fa	gi|411115880|gb|JH977683.1|	1718232	1720366	2135	Adeno-associated-virus-7	NS	+	480	44.888
127525	Eptesicus_fuscus_Dependo_127525	Eptesicus_fuscus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Eptesicus	Dependoparvovirus	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_17.fa	gi|411115880|gb|JH977683.1|	1721478	1722238	761	Adeno-associated-virus-2	VP	-	126	42.077
455	Equus_africanus_asinus_Dependo_455	Equus_africanus_asinus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	willy_denovo	Donkey.scafSequence.fa	scaffold15255	44734	44907	174	Adeno-associated-virus-2	NS	-	62.4	49.153
66826	Equus_africanus_asinus_Dependo_66826	Equus_africanus_asinus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	willy_denovo	Donkey.scafSequence.fa	scaffold41305	24968	25361	394	Adeno-associated-virus-5	NS	-	72.4	65.306
69052	Equus_asinus_somalicus_Dependo_69052	Equus_asinus_somalicus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_asinus_somalicus.cns.fa	scaffold15255	44734	44907	174	Adeno-associated-virus-2	NS	-	62.4	49.153
68328	Equus_asinus_somalicus_Dependo_68328	Equus_asinus_somalicus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_asinus_somalicus.cns.fa	scaffold41305	25182	25361	180	Adeno-associated-virus-5	NS	-	73.6	63.462
67083	Equus_burchellii_boehmi_Dependo_67083	Equus_burchellii_boehmi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_burchellii_boehmi.cns.fa	chr8	1277542	1277715	174	Adeno-associated-virus-2	NS	-	62.4	49.153
67129	Equus_burchellii_boehmi_Dependo_67129	Equus_burchellii_boehmi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_burchellii_boehmi.cns.fa	chrX	77091065	77091244	180	Adeno-associated-virus-5	NS	-	73.6	63.462
